Vineyard Name,Vineyard County,Vineyard Postcode,Vineyard Country,Website Address,Ha of planted vines,Latitude,Longitude,,,,,,,,,,,,
Woodberry Vineyard,Hampshire,PO9 6BY,England,Not Available,0.39,50.89655,-0.96006,,,,,,,,,,,,
Woodchester Valley Vineyard,Gloucestershire,GL5 5HR,England,www.woodchestervalleyvineyard.co.uk,14.23,51.71145,-2.23497,,,,,,,,,,,,
Woodchester Valley Vineyard (Amberley),Gloucestershire,GL5 5BA,England,www.woodchestervalleyvineyard.co.uk,2,51.71017,-2.22606,,,,,,,,,,,,
Woodchester Valley Vineyard (Doverow),Gloucestershire,GL10 2JZ,England,www.woodchestervalleyvineyard.co.uk,6.68,51.74249,-2.27459,,,,,,,,,,,,
Woodchurch Wine Estate,Kent,TN26 3RE,England,www.woodchurchwine.co.uk,3.3,51.08253,0.75719,,,,,,,,,,,,
Woodford Vineyard,Somerset,TA4 4HR,England,Not Available,0.1,51.13787,-3.33912,,,,,,,,,,,,
Woodmancote Vineyard,West Sussex,BN5 9RT,England,Not Available,2.38,50.92236,-0.25515,,,,,,,,,,,,
Woodreed Vineyard,East Sussex,TN20 6LJ,England,Not Available,1,51.01004,0.21675,,,,,,,,,,,,
Woodside Park Vineyard,Berkshire,Not known,England,Not Available,0.1,51.429891,-0.666262,,,,,,,,,,,,
Woolton Vineyard,Kent,CT4 5EA,England,www.wooltonfarm.co.uk,1,51.26851,1.13966,,,,,,,,,,,,
Wootton Vineyard,Somerset,BA4 4AG,England,Not Available,0.1,51.17759,-2.61583,,,,,,,,,,,,
Wraxall Vineyard,Somerset,BA4 6RQ,England,www.wraxallvineyard.co.uk,2.28,51.12554,-2.56694,,,,,,,,,,,,
Wroxeter Roman Vineyard,Shropshire,SY5 6PQ,England,www.wroxetervineyard.co.uk,2.685,52.6678,-2.64345,,,,,,,,,,,,
WSB Reg. No. 6361 Silverton Vineyard,Devon,EX5 4DQ,England,Not Available,1.2,50.81852,-3.45822,,,,,,,,,,,,
WSB Reg. No. 7173 Dryhill Vineyard,Gloucestershire,GL53 9QR,England,www.dryhillwine.co.uk,0.809,51.85466,-2.09969,,,,,,,,,,,,
WSB Reg. No. 7535 River Bride Vineyard,Dorset,DT6 4ND,England,Not Available,0.315,50.70681,-2.70012,,,,,,,,,,,,
WSB Reg. No. 9080 Yew Tree Vineyard,Oxfordshire,OX11 0NP,England,Not Available,2.2,51.59118,-1.25601,,,,,,,,,,,,
WSB Reg. No: 8012 Churchlands Farm Vineyard,Kent,TN30 7JT,England,Not Available,20,51.01312,0.7653,,,,,,,,,,,,
Wyches Vineyard,Hampshire,SO32 2UQ,England,www.wychesvineyard.co.uk,1.4544,50.95315,-1.17268,,,,,,,,,,,,
Wyfold Vineyard,Oxfordshire,RG4 9HU,England,www.wyfoldvineyard.com,2.23,51.52987,-1.00935,,,,,,,,,,,,
Wyken Vineyard,Suffolk,IP31 2DW,England,www.wykenvineyards.co.uk,2.76,52.30872,0.87879,,,,,,,,,,,,
Wylye Valley Vineyard,Wiltshire,BA12 8BQ,England,Not Available,3.6,51.18837,-2.19122,,,,,,,,,,,,
Wythall Estate Vineyard,Herefordshire,HR9 5SD,England,www.wythallestate.co.uk,1.4,51.88294,-2.58903,,,,,,,,,,,,
Yarkhill Vineyard,Herefordshire,HR1 4JU,England,Not Available,2.02,52.04196,-2.65363,,,,,,,,,,,,
Yearlstone Vineyard,Devon,EX16 8RL,England,www.yearlstone.co.uk,3,50.86217,-3.50906,,,,,,,,,,,,
Yeomans Vineyard,Kent,TN23 3AT,England,Not Available,0.13,51.14285,0.83099,,,,,,,,,,,,
Yorkshire Heart Vineyard,North Yorkshire,YO26 8EL,England,www.yorkshireheart.com,5.2,54.01635,-1.23214,,,,,,,,,,,,
Yotes Court Vineyard,Kent,ME18 5JT,England,www.yotescourt.co.uk,30.265,51.25119,0.35536,,,,,,,,,,,,
